Date,Time,Time.Fraction,Site.Name,Chlorophyll.RFU,Chlorophyll.ugL,Conductivity.uscm,Depth.m,ODO.sat,ODO.mgL,Sal.psu,pH,Temp.C,Battery.V,Date.Time
5/29/21,21:14:05,0,Deployment Site,1.49,3.66,37268.5,2.271,74.1,6.68,33.74,7.85,10.452,2.57,5/29/21 21:14
5/29/21,21:19:05,0,Deployment Site,0.89,1.24,37344.6,2.27,66.8,6.01,33.71,7.77,10.564,2.57,5/29/21 21:19
5/29/21,21:24:05,0,Deployment Site,0.28,-1.21,37413.9,2.269,69.5,6.23,33.68,7.81,10.678,2.57,5/29/21 21:24
5/29/21,21:29:05,0,Deployment Site,0.73,0.59,37376.1,2.269,69,6.2,33.71,7.79,10.604,2.57,5/29/21 21:29
5/29/21,21:34:05,0,Deployment Site,3.64,12.24,37404.6,2.27,73.7,6.61,33.71,7.84,10.634,2.57,5/29/21 21:34
5/29/21,21:39:05,0,Deployment Site,3.19,10.43,37281,2.272,65.1,5.86,33.72,7.76,10.482,2.57,5/29/21 21:39
5/29/21,21:44:05,0,Deployment Site,0.82,0.96,37114.2,2.273,64,5.79,33.8,7.75,10.222,2.57,5/29/21 21:44
5/29/21,21:49:05,0,Deployment Site,0.76,0.75,37019.6,2.274,60.9,5.52,33.75,7.72,10.174,2.57,5/29/21 21:49
5/29/21,21:54:05,0,Deployment Site,0.99,1.65,37058.9,2.276,61.4,5.56,33.74,7.73,10.224,2.57,5/29/21 21:54
5/29/21,21:59:05,0,Deployment Site,2.14,6.25,37135.2,2.275,66.6,6.02,33.75,7.78,10.299,2.57,5/29/21 21:59
5/29/21,22:04:05,0,Deployment Site,0.57,-0.03,37095.8,2.274,64.2,5.81,33.74,7.76,10.264,2.57,5/29/21 22:04
5/29/21,22:09:05,0,Deployment Site,1.52,3.76,37130.5,2.274,66.3,5.99,33.72,7.79,10.323,2.56,5/29/21 22:09
5/29/21,22:14:05,0,Deployment Site,1.13,2.23,37077.7,2.274,63.7,5.76,33.76,7.75,10.218,2.57,5/29/21 22:14
5/29/21,22:19:05,0,Deployment Site,1,1.68,36990.2,2.274,59.8,5.42,33.78,7.71,10.103,2.57,5/29/21 22:19
5/29/21,22:24:05,0,Deployment Site,0.81,0.91,36987.4,2.273,58.7,5.33,33.77,7.72,10.109,2.56,5/29/21 22:24
5/29/21,22:29:05,0,Deployment Site,1.49,3.64,36998.3,2.272,59.8,5.43,33.75,7.72,10.145,2.57,5/29/21 22:29
5/29/21,22:34:05,0,Deployment Site,1.09,2.05,37079.4,2.271,65.3,5.91,33.76,7.77,10.22,2.56,5/29/21 22:34
5/29/21,22:39:05,0,Deployment Site,1.26,2.72,37023.5,2.27,61.3,5.56,33.75,7.73,10.178,2.56,5/29/21 22:39
5/29/21,22:44:05,0,Deployment Site,1.46,3.55,36970.4,2.27,57.9,5.26,33.78,7.7,10.081,2.57,5/29/21 22:44
5/29/21,22:49:05,0,Deployment Site,1.21,2.53,36998.7,2.27,59.1,5.36,33.78,7.72,10.115,2.56,5/29/21 22:49
5/29/21,22:54:05,0,Deployment Site,0.6,0.08,37031.9,2.271,60.1,5.45,33.75,7.73,10.186,2.56,5/29/21 22:54
5/29/21,22:59:05,0,Deployment Site,8.4,31.27,37299.9,2.272,71.7,6.45,33.73,7.84,10.498,2.56,5/29/21 22:59
5/29/21,23:04:05,0,Deployment Site,7.29,26.86,37131.1,2.272,62.3,5.63,33.7,7.78,10.345,2.57,5/29/21 23:04
5/29/21,23:09:05,0,Deployment Site,12.31,46.95,37655.7,2.27,78.6,7.02,33.72,7.91,10.89,2.56,5/29/21 23:09
5/29/21,23:14:05,0,Deployment Site,0.56,-0.08,37976.6,2.27,82.1,7.27,33.69,7.91,11.27,2.57,5/29/21 23:14
5/29/21,23:19:05,0,Deployment Site,2.22,6.56,37711.8,2.269,88.1,7.84,33.62,7.92,11.058,2.57,5/29/21 23:19
5/29/21,23:24:05,0,Deployment Site,10.15,38.28,37553.1,2.268,81.9,7.31,33.63,7.91,10.878,2.56,5/29/21 23:24
5/29/21,23:29:05,0,Deployment Site,15.08,58.02,37418.5,2.267,79.4,7.12,33.7,7.86,10.658,2.57,5/29/21 23:29
5/29/21,23:34:05,0,Deployment Site,1.6,4.08,37329.7,2.265,70.6,6.35,33.76,7.8,10.493,2.56,5/29/21 23:34
5/29/21,23:39:05,0,Deployment Site,0.9,1.29,37560.9,2.265,76.9,6.88,33.71,7.84,10.799,2.57,5/29/21 23:39
5/29/21,23:44:05,0,Deployment Site,1.21,2.54,37650.4,2.265,75.3,6.71,33.66,7.86,10.952,2.57,5/29/21 23:44
5/29/21,23:49:05,0,Deployment Site,2.9,9.28,37643.7,2.265,75.1,6.7,33.66,7.86,10.947,2.56,5/29/21 23:49
5/29/21,23:54:05,0,Deployment Site,4.26,14.73,37659.4,2.265,78,6.96,33.68,7.86,10.939,2.57,5/29/21 23:54
5/29/21,23:59:05,0,Deployment Site,1.95,5.48,37709.9,2.265,75.9,6.74,33.5,7.87,11.197,2.57,5/29/21 23:59
5/30/21,0:04:05,0,Deployment Site,2.31,6.92,37575.2,2.265,73.3,6.54,33.57,7.85,10.97,2.57,5/30/21 0:04
5/30/21,0:09:05,0,Deployment Site,0.86,1.14,37772.6,2.262,75.1,6.67,33.55,7.87,11.205,2.57,5/30/21 0:09
5/30/21,0:14:05,0,Deployment Site,0.62,0.18,37876.7,2.261,77.5,6.87,33.6,7.88,11.257,2.56,5/30/21 0:14
5/30/21,0:19:05,0,Deployment Site,1.41,3.32,37844.9,2.26,76.3,6.78,33.7,7.88,11.12,2.57,5/30/21 0:19
5/30/21,0:24:05,0,Deployment Site,1.44,3.45,37996.3,2.26,79.7,7.04,33.55,7.92,11.442,2.56,5/30/21 0:24
5/30/21,0:29:05,0,Deployment Site,1.82,4.96,37766.6,2.258,72.5,6.45,33.68,7.85,11.051,2.55,5/30/21 0:29
5/30/21,0:34:05,0,Deployment Site,1.25,2.68,38089.6,2.258,79.1,6.98,33.63,7.91,11.462,2.56,5/30/21 0:34
5/30/21,0:39:05,0,Deployment Site,0.61,0.14,38269.3,2.257,83.7,7.34,33.55,7.97,11.747,2.57,5/30/21 0:39
5/30/21,0:44:05,0,Deployment Site,1.63,4.2,38238.5,2.258,82.4,7.24,33.57,7.96,11.69,2.54,5/30/21 0:44
5/30/21,0:49:05,0,Deployment Site,1.47,3.57,38284.3,2.258,82.8,7.27,33.61,7.97,11.688,2.55,5/30/21 0:49
5/30/21,0:54:05,0,Deployment Site,0.63,0.23,38238.1,2.258,82.6,7.25,33.59,7.97,11.662,2.56,5/30/21 0:54
5/30/21,0:59:05,0,Deployment Site,1.21,2.54,38238,2.257,82.1,7.22,33.62,7.95,11.635,2.55,5/30/21 0:59
5/30/21,1:04:05,0,Deployment Site,5.12,18.16,38279.1,2.257,82.4,7.24,33.59,7.97,11.708,2.56,5/30/21 1:04
5/30/21,1:09:05,0,Deployment Site,0.88,1.19,38335.2,2.256,83.3,7.31,33.58,7.98,11.779,2.55,5/30/21 1:09
5/30/21,1:14:05,0,Deployment Site,0.68,0.4,38436.9,2.255,84.8,7.41,33.56,8,11.913,2.55,5/30/21 1:14
5/30/21,1:19:05,0,Deployment Site,2.91,9.34,38533.8,2.255,86.7,7.55,33.48,8.03,12.102,2.56,5/30/21 1:19
5/30/21,1:24:05,0,Deployment Site,0.91,1.33,38954.6,2.255,91.7,7.92,33.5,8.09,12.532,2.55,5/30/21 1:24
5/30/21,1:29:05,0,Deployment Site,0.6,0.08,39086.3,2.255,92.3,7.95,33.54,8.12,12.638,2.57,5/30/21 1:29
5/30/21,1:34:05,0,Deployment Site,0.63,0.21,39215.8,2.253,94.4,8.1,33.47,8.14,12.857,2.55,5/30/21 1:34
5/30/21,1:39:05,0,Deployment Site,0.94,1.46,39619.3,2.254,97.6,8.29,33.46,8.2,13.295,2.55,5/30/21 1:39
5/30/21,1:44:05,0,Deployment Site,0.37,-0.85,39291,2.254,93.9,8.06,33.57,8.14,12.817,2.56,5/30/21 1:44
5/30/21,1:49:05,0,Deployment Site,0.5,-0.31,39557.6,2.255,97.8,8.33,33.5,8.19,13.188,2.55,5/30/21 1:49
5/30/21,1:54:05,0,Deployment Site,0.42,-0.65,39461.6,2.256,93.5,7.97,33.43,8.18,13.16,2.56,5/30/21 1:54
5/30/21,1:59:05,0,Deployment Site,0.66,0.33,39255.7,2.256,96,8.24,33.58,8.11,12.764,2.55,5/30/21 1:59
5/30/21,2:04:05,0,Deployment Site,0.53,-0.18,39626.4,2.255,97.9,8.33,33.53,8.18,13.229,2.56,5/30/21 2:04
5/30/21,2:09:05,0,Deployment Site,0.37,-0.82,39522.9,2.255,95.7,8.17,33.62,8.15,13.009,2.57,5/30/21 2:09
5/30/21,2:14:05,0,Deployment Site,0.85,1.08,39644.4,2.255,98.2,8.36,33.56,8.19,13.207,2.55,5/30/21 2:14
5/30/21,2:19:05,0,Deployment Site,0.71,0.55,39660.4,2.256,100.2,8.52,33.51,8.2,13.286,2.56,5/30/21 2:19
5/30/21,2:24:05,0,Deployment Site,0.42,-0.65,39824,2.255,101,8.55,33.46,8.24,13.518,2.55,5/30/21 2:24
5/31/21,2:27:27,0,Deployment Site,0.33,-1.01,33729.4,2.243,57,5.27,30.54,7.7,10.044,1.92,5/31/21 2:27
5/30/21,2:29:05,0,Deployment Site,0.46,-0.48,39870.2,2.255,101,8.54,33.45,8.25,13.573,2.56,5/30/21 2:29
5/30/21,2:34:05,0,Deployment Site,0.56,-0.08,39854.8,2.254,100.6,8.51,33.47,8.25,13.539,2.56,5/30/21 2:34
5/30/21,2:39:05,0,Deployment Site,0.37,-0.85,39908.5,2.253,100.8,8.51,33.46,8.25,13.604,2.55,5/30/21 2:39
5/30/21,2:44:05,0,Deployment Site,0.38,-0.8,39906.7,2.253,100.7,8.5,33.46,8.25,13.603,2.56,5/30/21 2:44
5/30/21,2:49:05,0,Deployment Site,0.15,-1.72,39874.4,2.253,100.4,8.49,33.47,8.25,13.562,2.55,5/30/21 2:49
5/30/21,2:54:05,0,Deployment Site,0.21,-1.49,39807,2.252,100.4,8.51,33.5,8.24,13.455,2.55,5/30/21 2:54
5/30/21,2:59:05,0,Deployment Site,0.47,-0.45,39280.5,2.251,98.6,8.49,33.78,8.15,12.574,2.56,5/30/21 2:59
5/30/21,3:04:05,0,Deployment Site,0.59,0.04,39359.5,2.252,94.6,8.12,33.73,8.14,12.712,2.55,5/30/21 3:04
5/30/21,3:09:05,0,Deployment Site,0.87,1.19,38759.6,2.252,87.9,7.63,33.56,8.03,12.258,2.56,5/30/21 3:09
5/30/21,3:14:05,0,Deployment Site,0.91,1.32,38838.6,2.251,90,7.8,33.55,8.06,12.351,2.55,5/30/21 3:14
5/30/21,3:19:05,0,Deployment Site,0.78,0.8,38786.3,2.253,89.6,7.77,33.6,8.05,12.242,2.55,5/30/21 3:19
5/30/21,3:24:05,0,Deployment Site,1.69,4.45,38865.5,2.253,91.7,7.93,33.5,8.1,12.447,2.56,5/30/21 3:24
5/30/21,3:29:05,0,Deployment Site,0.7,0.48,38891.1,2.253,92.7,8,33.46,8.09,12.518,2.55,5/30/21 3:29
5/30/21,3:34:05,0,Deployment Site,0.94,1.43,39110.7,2.254,93.2,8.03,33.57,8.11,12.629,2.56,5/30/21 3:34
5/30/21,3:39:05,0,Deployment Site,1.04,1.85,38968.5,2.253,90.4,7.82,33.68,8.06,12.345,2.55,5/30/21 3:39
5/30/21,3:44:05,0,Deployment Site,0.92,1.36,38992.6,2.254,90.2,7.8,33.7,8.08,12.352,2.55,5/30/21 3:44
5/30/21,3:49:05,0,Deployment Site,0.63,0.2,39042.1,2.254,93.8,8.1,33.6,8.12,12.524,2.56,5/30/21 3:49
5/30/21,3:54:05,0,Deployment Site,0.52,-0.25,39078.5,2.253,92.6,7.97,33.5,8.11,12.67,2.55,5/30/21 3:54
5/30/21,3:59:05,0,Deployment Site,0.87,1.17,38842.1,2.253,89.8,7.78,33.54,8.08,12.365,2.56,5/30/21 3:59
5/30/21,4:04:05,0,Deployment Site,0.86,1.12,39155.6,2.252,92.5,7.95,33.53,8.11,12.715,2.54,5/30/21 4:04
5/30/21,4:09:05,0,Deployment Site,0.42,-0.63,39232.3,2.252,92.6,7.96,33.59,8.11,12.737,2.55,5/30/21 4:09
5/30/21,4:14:05,0,Deployment Site,1.2,2.48,39235.3,2.252,92.8,7.98,33.68,8.11,12.637,2.56,5/30/21 4:14
5/30/21,4:19:05,0,Deployment Site,0.78,0.81,39286.2,2.252,92.5,7.95,33.69,8.11,12.683,2.55,5/30/21 4:19
5/30/21,4:24:05,0,Deployment Site,0.71,0.51,39315.8,2.252,92.5,7.96,33.77,8.12,12.625,2.56,5/30/21 4:24
5/30/21,4:29:05,0,Deployment Site,0.75,0.69,39085,2.252,89.4,7.75,33.94,8.07,12.191,2.54,5/30/21 4:29
5/30/21,4:34:05,0,Deployment Site,0.6,0.09,38392.9,2.255,83.2,7.29,33.7,7.96,11.71,2.54,5/30/21 4:34
5/30/21,4:39:05,0,Deployment Site,1.29,2.83,38569.6,2.253,85.6,7.47,33.66,8.01,11.94,2.56,5/30/21 4:39
5/30/21,4:44:05,0,Deployment Site,0.78,0.83,39015.7,2.253,90.1,7.78,33.61,8.08,12.483,2.55,5/30/21 4:44
5/30/21,4:49:05,0,Deployment Site,0.49,-0.33,39438.5,2.254,95.7,8.17,33.48,8.18,13.075,2.54,5/30/21 4:49
5/30/21,4:54:05,0,Deployment Site,0.58,0,39476.2,2.254,94.8,8.1,33.57,8.17,13.02,2.54,5/30/21 4:54
5/30/21,4:59:05,0,Deployment Site,0.7,0.5,39492,2.253,94.4,8.07,33.6,8.16,12.999,2.55,5/30/21 4:59
5/30/21,5:04:05,0,Deployment Site,0.95,1.48,39470.6,2.254,93.7,8.02,33.66,8.14,12.914,2.56,5/30/21 5:04
5/30/21,5:09:05,0,Deployment Site,0.61,0.14,39120.4,2.254,87.7,7.59,33.85,8.04,12.325,2.54,5/30/21 5:09
5/30/21,5:14:05,0,Deployment Site,0.5,-0.33,39506.2,2.255,95.4,8.13,33.49,8.18,13.143,2.55,5/30/21 5:14
5/30/21,5:19:05,0,Deployment Site,0.51,-0.28,39522.9,2.256,95.3,8.13,33.5,8.18,13.147,2.54,5/30/21 5:19
5/30/21,5:24:05,0,Deployment Site,0.79,0.87,39541.4,2.257,95.9,8.17,33.46,8.2,13.206,2.55,5/30/21 5:24
5/30/21,5:29:05,0,Deployment Site,0.51,-0.26,39657.2,2.259,96,8.16,33.48,8.2,13.314,2.55,5/30/21 5:29
5/30/21,5:34:05,0,Deployment Site,0.55,-0.13,39661.2,2.259,95.4,8.11,33.49,8.2,13.305,2.54,5/30/21 5:34
5/30/21,5:39:05,0,Deployment Site,0.34,-0.97,39637.4,2.259,95.7,8.14,33.51,8.2,13.255,2.55,5/30/21 5:39
5/30/21,5:44:05,0,Deployment Site,0.32,-1.03,39810.6,2.259,96.5,8.17,33.49,8.22,13.469,2.55,5/30/21 5:44
5/30/21,5:49:05,0,Deployment Site,0.35,-0.92,39883.4,2.26,98.1,8.29,33.45,8.25,13.588,2.55,5/30/21 5:49
5/30/21,5:54:05,0,Deployment Site,0.45,-0.5,39898,2.261,97.1,8.21,33.51,8.24,13.54,2.55,5/30/21 5:54
5/30/21,5:59:05,0,Deployment Site,0.47,-0.44,39933.5,2.262,99.2,8.36,33.4,8.28,13.695,2.54,5/30/21 5:59
5/30/21,6:04:05,0,Deployment Site,0.59,0.05,39962,2.263,99.2,8.36,33.41,8.28,13.719,2.55,5/30/21 6:04
5/30/21,6:09:05,0,Deployment Site,0.37,-0.84,39578.1,2.264,94.9,8.08,33.48,8.19,13.223,2.54,5/30/21 6:09
5/30/21,6:14:05,0,Deployment Site,0.43,-0.59,39981.7,2.264,99.2,8.36,33.42,8.28,13.726,2.55,5/30/21 6:14
5/30/21,6:19:05,0,Deployment Site,0.46,-0.49,40007.9,2.264,99.9,8.42,33.46,8.29,13.715,2.55,5/30/21 6:19
5/30/21,6:24:05,0,Deployment Site,0.39,-0.77,40028.3,2.264,100.1,8.43,33.41,8.3,13.791,2.55,5/30/21 6:24
5/30/21,6:29:05,0,Deployment Site,0.58,0,40038.6,2.264,100.5,8.46,33.42,8.3,13.79,2.55,5/30/21 6:29
5/30/21,6:34:05,0,Deployment Site,0.42,-0.65,40024.1,2.263,101,8.51,33.44,8.3,13.754,2.54,5/30/21 6:34
5/30/21,6:39:05,0,Deployment Site,0.47,-0.43,40027.2,2.263,100.9,8.5,33.41,8.3,13.787,2.54,5/30/21 6:39
5/30/21,6:44:05,0,Deployment Site,0.57,-0.01,40037.4,2.263,100.7,8.48,33.41,8.3,13.796,2.54,5/30/21 6:44
5/30/21,6:49:05,0,Deployment Site,0.42,-0.62,40020.3,2.264,100.9,8.49,33.4,8.3,13.79,2.53,5/30/21 6:49
5/30/21,6:54:05,0,Deployment Site,0.55,-0.11,40023.2,2.264,100.5,8.46,33.4,8.3,13.796,2.54,5/30/21 6:54
5/30/21,6:59:05,0,Deployment Site,0.49,-0.36,40015.2,2.264,101,8.51,33.43,8.3,13.749,2.53,5/30/21 6:59
5/30/21,7:04:05,0,Deployment Site,0.33,-0.99,39980,2.264,101,8.52,33.44,8.29,13.705,2.54,5/30/21 7:04
5/30/21,7:09:05,0,Deployment Site,0.3,-1.11,39974.5,2.265,101.1,8.53,33.42,8.3,13.716,2.55,5/30/21 7:09
5/30/21,7:14:05,0,Deployment Site,0.28,-1.21,39981.5,2.265,101.3,8.54,33.41,8.3,13.745,2.53,5/30/21 7:14
5/30/21,7:19:05,0,Deployment Site,0.25,-1.31,40024.5,2.265,100.3,8.44,33.41,8.3,13.791,2.54,5/30/21 7:19
5/30/21,7:24:05,0,Deployment Site,0.23,-1.39,39999.1,2.263,100.6,8.47,33.4,8.3,13.765,2.53,5/30/21 7:24
5/30/21,7:29:05,0,Deployment Site,0.34,-0.94,39989.4,2.263,99.9,8.42,33.41,8.29,13.753,2.53,5/30/21 7:29
5/30/21,7:34:05,0,Deployment Site,0.78,0.81,40005.3,2.262,99.9,8.42,33.42,8.29,13.759,2.55,5/30/21 7:34
5/30/21,7:39:05,0,Deployment Site,0.38,-0.79,40006.3,2.262,99.9,8.42,33.42,8.29,13.754,2.53,5/30/21 7:39
5/30/21,7:44:05,0,Deployment Site,0.29,-1.14,40001.7,2.262,100,8.42,33.42,8.28,13.746,2.54,5/30/21 7:44
5/30/21,7:49:05,0,Deployment Site,0.53,-0.21,39998.2,2.262,100,8.43,33.42,8.28,13.742,2.53,5/30/21 7:49
5/30/21,7:54:05,0,Deployment Site,0.36,-0.88,40002.1,2.262,100,8.43,33.42,8.28,13.754,2.53,5/30/21 7:54
5/30/21,7:59:05,0,Deployment Site,0.35,-0.91,40021.1,2.261,100.1,8.43,33.4,8.29,13.788,2.54,5/30/21 7:59
5/30/21,8:04:05,0,Deployment Site,0.31,-1.06,40029.6,2.261,100.2,8.43,33.4,8.3,13.802,2.53,5/30/21 8:04
5/30/21,8:09:05,0,Deployment Site,0.31,-1.06,40011.3,2.262,100.3,8.44,33.38,8.3,13.811,2.54,5/30/21 8:09
5/30/21,8:14:05,0,Deployment Site,0.25,-1.32,40012.1,2.262,100.2,8.44,33.38,8.3,13.802,2.53,5/30/21 8:14
5/30/21,8:19:05,0,Deployment Site,0.25,-1.32,40042,2.262,100.8,8.48,33.35,8.32,13.869,2.53,5/30/21 8:19
5/30/21,8:24:05,0,Deployment Site,0.28,-1.19,40107.1,2.261,101.4,8.51,33.37,8.33,13.92,2.54,5/30/21 8:24
5/30/21,8:29:05,0,Deployment Site,0.21,-1.47,40053,2.261,100.7,8.46,33.37,8.31,13.858,2.53,5/30/21 8:29
5/30/21,8:34:05,0,Deployment Site,1.4,3.3,40012.1,2.261,100.4,8.45,33.37,8.3,13.817,2.54,5/30/21 8:34
5/30/21,8:39:05,0,Deployment Site,0.89,1.25,40008.9,2.261,100.5,8.46,33.36,8.3,13.826,2.52,5/30/21 8:39
5/30/21,8:44:05,0,Deployment Site,0.32,-1.04,39996.9,2.26,100.5,8.46,33.37,8.3,13.806,2.53,5/30/21 8:44
5/30/21,8:49:05,0,Deployment Site,0.15,-1.71,40006.8,2.259,100.6,8.47,33.36,8.3,13.821,2.54,5/30/21 8:49
5/30/21,8:54:05,0,Deployment Site,0.37,-0.83,40024.4,2.259,100.5,8.46,33.37,8.29,13.826,2.53,5/30/21 8:54
5/30/21,8:59:05,0,Deployment Site,0.24,-1.37,40048.2,2.259,100.8,8.47,33.37,8.3,13.862,2.53,5/30/21 8:59
5/30/21,9:04:05,0,Deployment Site,0.58,0,40019.3,2.259,100.6,8.47,33.39,8.29,13.804,2.51,5/30/21 9:04
5/30/21,9:09:05,0,Deployment Site,0.48,-0.38,40013.5,2.258,100.6,8.47,33.39,8.29,13.802,2.53,5/30/21 9:09
5/30/21,9:14:05,0,Deployment Site,0.66,0.32,40027.1,2.256,100.8,8.48,33.37,8.3,13.83,2.53,5/30/21 9:14
5/30/21,9:19:05,0,Deployment Site,0.44,-0.55,40013,2.253,100.8,8.49,33.38,8.3,13.809,2.52,5/30/21 9:19
5/30/21,9:24:05,0,Deployment Site,0.3,-1.12,39971.4,2.25,100.5,8.46,33.38,8.29,13.763,2.53,5/30/21 9:24
5/30/21,9:29:05,0,Deployment Site,0.41,-0.66,39988.1,2.249,100.7,8.48,33.37,8.29,13.792,2.53,5/30/21 9:29
5/30/21,9:34:05,0,Deployment Site,0.26,-1.29,40035.9,2.247,100.7,8.47,33.38,8.3,13.831,2.52,5/30/21 9:34
5/30/21,9:39:05,0,Deployment Site,0.35,-0.9,40042.9,2.246,100.8,8.48,33.4,8.29,13.816,2.53,5/30/21 9:39
5/30/21,9:44:05,0,Deployment Site,0.48,-0.41,40002.7,2.246,100.8,8.48,33.39,8.29,13.786,2.52,5/30/21 9:44
5/30/21,9:49:05,0,Deployment Site,0.44,-0.55,39992.1,2.245,100.7,8.49,33.39,8.29,13.77,2.53,5/30/21 9:49
5/30/21,9:54:05,0,Deployment Site,0.33,-0.97,40015.5,2.244,100.9,8.5,33.41,8.29,13.772,2.52,5/30/21 9:54
5/30/21,9:59:05,0,Deployment Site,0.28,-1.17,40042.5,2.244,101,8.49,33.39,8.29,13.829,2.52,5/30/21 9:59
5/30/21,10:04:05,0,Deployment Site,0.29,-1.16,40027.6,2.243,100.9,8.49,33.38,8.29,13.827,2.53,5/30/21 10:04
5/30/21,10:09:05,0,Deployment Site,0.19,-1.54,40033.3,2.241,100.9,8.49,33.38,8.29,13.833,2.52,5/30/21 10:09
5/30/21,10:14:05,0,Deployment Site,0.34,-0.94,40051,2.24,100.7,8.47,33.38,8.29,13.848,2.53,5/30/21 10:14
5/30/21,10:19:05,0,Deployment Site,0.42,-0.63,40047.3,2.239,100.7,8.47,33.39,8.29,13.838,2.52,5/30/21 10:19
5/30/21,10:24:05,0,Deployment Site,0.27,-1.22,40019.4,2.241,101,8.5,33.39,8.29,13.801,2.52,5/30/21 10:24
5/30/21,10:29:05,0,Deployment Site,0.41,-0.69,40019,2.241,101.1,8.51,33.39,8.28,13.801,2.53,5/30/21 10:29
5/30/21,10:34:05,0,Deployment Site,0.78,0.81,40031.3,2.24,100.9,8.49,33.39,8.29,13.819,2.52,5/30/21 10:34
5/30/21,10:39:05,0,Deployment Site,0.39,-0.75,40028.4,2.239,101,8.5,33.39,8.29,13.816,2.53,5/30/21 10:39
5/30/21,10:44:05,0,Deployment Site,0.33,-0.98,40048.6,2.239,101.1,8.5,33.4,8.29,13.825,2.51,5/30/21 10:44
5/30/21,10:49:05,0,Deployment Site,0.39,-0.76,40062.9,2.239,101,8.5,33.41,8.29,13.83,2.52,5/30/21 10:49
5/30/21,10:54:05,0,Deployment Site,0.3,-1.09,40046,2.24,101.1,8.5,33.39,8.29,13.837,2.53,5/30/21 10:54
5/30/21,10:59:05,0,Deployment Site,0.34,-0.95,40033.6,2.24,101.1,8.51,33.37,8.29,13.843,2.53,5/30/21 10:59
5/30/21,11:04:05,0,Deployment Site,0.41,-0.67,39958.3,2.241,101.2,8.52,33.31,8.29,13.833,2.52,5/30/21 11:04
5/30/21,11:09:05,0,Deployment Site,0.41,-0.67,40077.3,2.241,101.3,8.51,33.4,8.29,13.849,2.51,5/30/21 11:09
5/30/21,11:14:05,0,Deployment Site,0.39,-0.76,40087.3,2.241,101.4,8.52,33.41,8.29,13.858,2.52,5/30/21 11:14
5/30/21,11:19:05,0,Deployment Site,0.38,-0.77,40053.4,2.242,101.7,8.56,33.39,8.29,13.838,2.52,5/30/21 11:19
5/30/21,11:24:05,0,Deployment Site,0.35,-0.92,40104,2.242,101.7,8.54,33.39,8.3,13.893,2.51,5/30/21 11:24
5/30/21,11:29:05,0,Deployment Site,0.45,-0.53,40076.5,2.243,101.7,8.55,33.39,8.29,13.865,2.52,5/30/21 11:29
5/30/21,11:34:05,0,Deployment Site,0.54,-0.15,40103.1,2.243,101.7,8.54,33.38,8.3,13.899,2.51,5/30/21 11:34
5/30/21,11:39:05,0,Deployment Site,0.3,-1.1,40064.2,2.243,101.9,8.57,33.39,8.29,13.856,2.52,5/30/21 11:39
5/30/21,11:44:05,0,Deployment Site,0.48,-0.4,40084.5,2.243,101.8,8.56,33.41,8.29,13.855,2.53,5/30/21 11:44
5/30/21,11:49:05,0,Deployment Site,0.43,-0.59,40057.5,2.243,101.6,8.55,33.37,8.29,13.873,2.51,5/30/21 11:49
5/30/21,11:54:05,0,Deployment Site,0.5,-0.31,39933.2,2.243,100.1,8.45,33.44,8.27,13.659,2.51,5/30/21 11:54
5/30/21,11:59:05,0,Deployment Site,0.53,-0.19,39906.2,2.243,99.8,8.43,33.44,8.26,13.62,2.51,5/30/21 11:59
5/30/21,12:04:05,0,Deployment Site,0.5,-0.29,39923,2.243,100,8.44,33.45,8.26,13.631,2.52,5/30/21 12:04
5/30/21,12:09:05,0,Deployment Site,0.5,-0.33,39904.6,2.243,100.2,8.46,33.43,8.27,13.637,2.53,5/30/21 12:09
5/30/21,12:14:05,0,Deployment Site,0.7,0.49,39713.6,2.243,97.7,8.3,33.57,8.24,13.266,2.51,5/30/21 12:14
5/30/21,12:19:05,0,Deployment Site,0.6,0.07,39604.5,2.243,96.7,8.24,33.55,8.23,13.176,2.52,5/30/21 12:19
5/30/21,12:24:05,0,Deployment Site,0.75,0.69,39264.1,2.243,93.7,8.04,33.57,8.19,12.792,2.49,5/30/21 12:24
5/30/21,12:29:05,0,Deployment Site,0.82,0.97,39685.4,2.243,97.1,8.25,33.47,8.22,13.359,2.51,5/30/21 12:29
5/30/21,12:34:05,0,Deployment Site,0.65,0.27,39701.9,2.241,97.7,8.28,33.4,8.23,13.454,2.53,5/30/21 12:34
5/30/21,12:39:05,0,Deployment Site,0.4,-0.69,39007.5,2.242,82,7.07,33.47,8.04,12.633,2.5,5/30/21 12:39
5/30/21,12:44:05,0,Deployment Site,0.44,-0.57,38756.1,2.241,77.3,6.72,33.59,7.95,12.218,2.52,5/30/21 12:44
5/30/21,12:49:05,0,Deployment Site,0.63,0.22,39254,2.241,95.7,8.22,33.63,8.12,12.712,2.5,5/30/21 12:49
5/30/21,12:54:05,0,Deployment Site,1.04,1.86,38921.6,2.24,85.3,7.4,33.77,8,12.206,2.51,5/30/21 12:54
5/30/21,12:59:05,0,Deployment Site,1.11,2.13,38484,2.241,79.3,6.94,33.68,7.93,11.831,2.52,5/30/21 12:59
5/30/21,13:04:05,0,Deployment Site,1.01,1.73,38256.9,2.24,81.9,7.21,33.74,7.94,11.518,2.49,5/30/21 13:04
5/30/21,13:09:05,0,Deployment Site,1.02,1.76,38280.8,2.24,81.2,7.15,33.72,7.93,11.567,2.52,5/30/21 13:09
