DateTime,Day.x,Hour,Sample.ID,Date.x,Cyanobacteria,Picoeuks,Nanoeuks,HourTime.x,Date.Time..GMT..0700,Temp....F.,Intensity....lum.ft2.,Host.Connect,Stopped,EOF,tmp.x,X,Date.y,Time.x,Time.Fraction,Site.Name,Chlorophyll.RFU,Chlorophyll.ugL,Conductivity.uscm,Depth.m,ODO.sat,ODO.mgL,Sal.psu,pH,Temp.C,Battery.V,newdate,txtdate,Seq.,Bottle,Time.y,Day.y,Date.x,PO4,Si.OH.4,NO3,NO2,NH4,HourTime.y,Date.y,Time.x,Temperature_F,dew.point_F,Humidity,Wind,wind.speed_mph,wind.gust_mph,pressure_in,precip_in,condition,rain.value,wind.dir.value,military.time,month.day,humidity.perc,tmp.y,moon_phase,variable,date,day,Time.y,feet
5/29/2021 6:06,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:06,57.01,24, , , ,5/29/2021 6:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:11,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:11,57.01,26, , , ,5/29/2021 6:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:16,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:16,57.01,28, , , ,5/29/2021 6:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:21,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:21,57.01,30, , , ,5/29/2021 6:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:26,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:26,57.09,31, , , ,5/29/2021 6:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:31,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:31,57.09,33, , , ,5/29/2021 6:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:36,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:36,57.17,34, , , ,5/29/2021 6:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:41,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:41,57.17,36, , , ,5/29/2021 6:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:46,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:46,57.09,58, , , ,5/29/2021 6:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:51,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:51,57.01,80, , , ,5/29/2021 6:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 6:56,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 6:56,56.94,84, , , ,5/29/2021 6:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:01,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:01,56.94,82, , , ,5/29/2021 7:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:06,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:06,56.86,83, , , ,5/29/2021 7:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:11,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:11,56.94,88, , , ,5/29/2021 7:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:16,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:16,56.94,100, , , ,5/29/2021 7:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:21,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:21,56.86,100, , , ,5/29/2021 7:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:26,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:26,56.94,98, , , ,5/29/2021 7:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:31,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:31,56.94,107, , , ,5/29/2021 7:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:36,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:36,56.94,108, , , ,5/29/2021 7:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:41,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:41,56.94,102, , , ,5/29/2021 7:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:46,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:46,56.86,113, , , ,5/29/2021 7:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:51,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:51,56.78,121, , , ,5/29/2021 7:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 7:56,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 7:56,56.94,131, , , ,5/29/2021 7:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:01,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:01,56.94,139, , , ,5/29/2021 8:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:06,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:06,56.94,142, , , ,5/29/2021 8:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:11,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:11,56.94,157, , , ,5/29/2021 8:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:16,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:16,57.01,157, , , ,5/29/2021 8:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:21,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:21,56.86,162, , , ,5/29/2021 8:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:26,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:26,56.94,139, , , ,5/29/2021 8:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:31,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:31,57.01,171, , , ,5/29/2021 8:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:36,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:36,57.01,153, , , ,5/29/2021 8:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:41,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:41,57.09,208, , , ,5/29/2021 8:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:46,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:46,57.09,187, , , ,5/29/2021 8:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:51,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:51,57.09,177, , , ,5/29/2021 8:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 8:56,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 8:56,57.17,224, , , ,5/29/2021 8:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:01,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:01,57.17,186, , , ,5/29/2021 9:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:06,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:06,57.17,214, , , ,5/29/2021 9:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:11,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:11,57.25,209, , , ,5/29/2021 9:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:16,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:16,57.25,209, , , ,5/29/2021 9:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:21,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:21,57.17,214, , , ,5/29/2021 9:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:26,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:26,57.25,187, , , ,5/29/2021 9:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:31,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:31,57.17,206, , , ,5/29/2021 9:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:36,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:36,57.32,182, , , ,5/29/2021 9:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:41,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:41,57.32,192, , , ,5/29/2021 9:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:46,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:46,57.25,195, , , ,5/29/2021 9:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:51,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:51,57.25,192, , , ,5/29/2021 9:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 9:56,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 9:56,57.32,201, , , ,5/29/2021 9:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:01,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:01,57.32,197, , , ,5/29/2021 10:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:06,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:06,57.32,198, , , ,5/29/2021 10:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:11,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:11,57.4,213, , , ,5/29/2021 10:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:16,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:16,57.32,201, , , ,5/29/2021 10:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:21,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:21,57.48,196, , , ,5/29/2021 10:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:26,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:26,57.48,210, , , ,5/29/2021 10:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:31,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:31,57.56,209, , , ,5/29/2021 10:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:36,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:36,57.56,199, , , ,5/29/2021 10:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:41,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:41,57.48,205, , , ,5/29/2021 10:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:46,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:46,57.63,195, , , ,5/29/2021 10:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:51,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:51,57.56,223, , , ,5/29/2021 10:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 10:56,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 10:56,57.71,215, , , ,5/29/2021 10:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 11:01,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 11:01,57.71,233, , , ,5/29/2021 11:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2021 11:06,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2021 11:06,57.71,213, , , ,5/29/2021 11:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
